FID,the_geom,bh_id,completion,type,country,lat,long,location,elevation,aquifer,depth_m,yield_m3_h,strike_m,tds_mg_l,samdate_td,so4_mg_l,samdate_so,NO3_mg_l,samdate_NO,f_mg_l,samdate_f,t_m2_d,ec_ms_m,samdate_ec,wl_mbgl,samdate_wl,delta_D,samdate_de,delta_O,samdate__1,tritium_T,plus_minus,samdate_T,_14C,plus_min_1,samdate_14,MRT_years
stasboreholes.5238,POINT (18.264 -23.35164),NO ID,-9999.99,-9999.99,NAMIBIA,-23.35164,18.264,M0091/Rem,1335,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5239,POINT (19.2102 -23.3513),NO ID,-9999.99,-9999.99,NAMIBIA,-23.3513,19.2102,K0256,1330,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5240,POINT (18.91199 -23.35064),NO ID,-9999.99,-9999.99,NAMIBIA,-23.35064,18.91199,L0631,1304,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5241,POINT (19.18757 -23.35017),NO ID,-9999.99,-9999.99,NAMIBIA,-23.35017,19.18757,L0628,1298,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5242,POINT (18.23938 -23.34987),NO ID,-9999.99,-9999.99,NAMIBIA,-23.34987,18.23938,M0091/Rem,1336,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5243,POINT (18.23905 -23.34934),NO ID,-9999.99,-9999.99,NAMIBIA,-23.34934,18.23905,M0091/Rem,1336,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5244,POINT (18.42078 -23.349216),NO ID,-9999.99,-9999.99,NAMIBIA,-23.349216,18.42078,M0918,1330,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5245,POINT (19.59898 -23.34722),NO ID,1976,-9999.99,NAMIBIA,-23.34722,19.59898,L 330,1245,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5246,POINT (19.02105 -23.34713),NO ID,-9999.99,-9999.99,NAMIBIA,-23.34713,19.02105,L0830/001,1315,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5247,POINT (20.36944 -23.34667),BH1217,22088,-9999.99,BOTSWANA,-23.34667,20.36944,Ghanzi,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5248,POINT (20.36944 -23.34667),Z10588,-9999.99,-9999.99,BOTSWANA,-23.34667,20.36944,LEKGA PAN,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5249,POINT (18.29961 -23.34663),NO ID,-9999.99,-9999.99,NAMIBIA,-23.34663,18.29961,M0091/1,1333,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5250,POINT (18.29963 -23.3463),NO ID,0,-9999.99,NAMIBIA,-23.3463,18.29963,M0091/1,1333,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5251,POINT (18.59465 -23.34423),NO ID,-9999.99,-9999.99,NAMIBIA,-23.34423,18.59465,L0537,1305,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5252,POINT (18.5942 -23.34394),NO ID,-9999.99,-9999.99,NAMIBIA,-23.34394,18.5942,L0537,1305,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5253,POINT (19.89911 -23.34299),4212,-9999.99,-9999.99,NAMIBIA,-23.34299,19.89911,L 330,1278,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5254,POINT (18.41244 -23.3423),NO ID,-9999.99,-9999.99,NAMIBIA,-23.3423,18.41244,M0916,1332,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5255,POINT (18.41021 -23.34208),NO ID,-9999.99,-9999.99,NAMIBIA,-23.34208,18.41021,M0916,1332,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5256,POINT (18.744417 -23.34196),NO ID,-9999.99,-9999.99,NAMIBIA,-23.34196,18.744417,L0023,1238,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5257,POINT (18.37838 -23.34077),NO ID,-9999.99,-9999.99,NAMIBIA,-23.34077,18.37838,M0916,1332,-9999.99,44,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5258,POINT (20.423056 -23.339444),Z10140,-9999.99,-9999.99,BOTSWANA,-23.339444,20.423056,KHOKHOTSE,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5259,POINT (20.42306 -23.33944),Z7328,33595,-9999.99,BOTSWANA,-23.33944,20.42306,Ncojane,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5260,POINT (18.19235 -23.33875),23771,-9999.99,-9999.99,NAMIBIA,-23.33875,18.19235,K0253/003,1340,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5261,POINT (18.11709 -23.33861),NO ID,1965,-9999.99,NAMIBIA,-23.33861,18.11709,K0253/005/2,1350,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5262,POINT (18.14703 -23.33832),7210,1965,-9999.99,NAMIBIA,-23.33832,18.14703,K0253/005/2,1346,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5263,POINT (18.021 -23.33805),NO ID,-9999.99,-9999.99,NAMIBIA,-23.33805,18.021,K0458/001,1359,-9999.99,39,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5264,POINT (18.14824 -23.33773),NO ID,1940,-9999.99,NAMIBIA,-23.33773,18.14824,K0253/005/2,1346,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5265,POINT (18.64851 -23.33744),NO ID,-9999.99,-9999.99,NAMIBIA,-23.33744,18.64851,L0025/Rem,1300,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5266,POINT (18.02027 -23.33734),4485,1954,-9999.99,NAMIBIA,-23.33734,18.02027,K0458/001,1359,-9999.99,40.2,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5267,POINT (19.35644 -23.33702),5176,1949,-9999.99,NAMIBIA,-23.33702,19.35644,L 330,1271,-9999.99,211.2,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5268,POINT (18.02028 -23.33539),NO ID,-9999.99,-9999.99,NAMIBIA,-23.33539,18.02028,K0458/001,1358,-9999.99,46,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5269,POINT (17.98932 -23.33518),NO ID,-9999.99,-9999.99,NAMIBIA,-23.33518,17.98932,K0458/Rem,1360,-9999.99,25,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5270,POINT (18.98397 -23.33465),NO ID,-9999.99,-9999.99,NAMIBIA,-23.33465,18.98397,L0631,1320,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5271,POINT (19.15739 -23.33388),NO ID,-9999.99,-9999.99,NAMIBIA,-23.33388,19.15739,L0628,1307,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5272,POINT (18.04319 -23.33387),NO ID,-9999.99,-9999.99,NAMIBIA,-23.33387,18.04319,K0458/001,1350,-9999.99,31,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5273,POINT (18.47886 -23.33357),NO ID,-9999.99,-9999.99,NAMIBIA,-23.33357,18.47886,M0486,1320,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5274,POINT (18.3405 -23.33053),NO ID,1951,-9999.99,NAMIBIA,-23.33053,18.3405,M0092,1332,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5275,POINT (17.95166 -23.32964),NO ID,-9999.99,-9999.99,NAMIBIA,-23.32964,17.95166,K0458/Rem,1361,-9999.99,60,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5276,POINT (17.9517 -23.32917),NO ID,-9999.99,-9999.99,NAMIBIA,-23.32917,17.9517,K0458/Rem,1361,-9999.99,34,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5277,POINT (18.04091 -23.32869),NO ID,-9999.99,-9999.99,NAMIBIA,-23.32869,18.04091,K0458/001,1359,-9999.99,23,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5278,POINT (17.95124 -23.328),NO ID,-9999.99,-9999.99,NAMIBIA,-23.328,17.95124,K0458/Rem,1362,-9999.99,80,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5279,POINT (17.95209 -23.32797),NO ID,-9999.99,-9999.99,NAMIBIA,-23.32797,17.95209,K0458/Rem,1362,-9999.99,47,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5280,POINT (19.91529 -23.32695),NO ID,-9999.99,-9999.99,NAMIBIA,-23.32695,19.91529,L 330,1284,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5281,POINT (18.16429 -23.32682),23770,-9999.99,-9999.99,NAMIBIA,-23.32682,18.16429,K0253/003,1345,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5282,POINT (18.67485 -23.32551),NO ID,-9999.99,-9999.99,NAMIBIA,-23.32551,18.67485,L0025/Rem,1280,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5283,POINT (19.09875 -23.32344),NO ID,1950,-9999.99,NAMIBIA,-23.32344,19.09875,L0629,1325,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5284,POINT (18.56272 -23.32174),16125,-9999.99,-9999.99,NAMIBIA,-23.32174,18.56272,L1066,1310,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5285,POINT (18.26898 -23.3206),10858,-9999.99,-9999.99,NAMIBIA,-23.3206,18.26898,M0091/Rem,1338,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5286,POINT (18.96805 -23.31951),NO ID,-9999.99,-9999.99,NAMIBIA,-23.31951,18.96805,L0630,1312,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5287,POINT (18.58112 -23.31895),31741,-9999.99,-9999.99,NAMIBIA,-23.31895,18.58112,L0536,1309,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5288,POINT (18.20218 -23.31848),NO ID,-9999.99,-9999.99,NAMIBIA,-23.31848,18.20218,K0253/003,1350,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5289,POINT (19.05395 -23.31758),NO ID,1948,-9999.99,NAMIBIA,-23.31758,19.05395,L0629,1330,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5290,POINT (18.51023 -23.31631),NO ID,-9999.99,-9999.99,NAMIBIA,-23.31631,18.51023,L0534/002,1311,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5291,POINT (19.23939 -23.31614),2891,1970,-9999.99,NAMIBIA,-23.31614,19.23939,L0627/Rem,1303,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5292,POINT (18.11641 -23.31608),NO ID,1967,-9999.99,NAMIBIA,-23.31608,18.11641,K0253/005/2,1359,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5293,POINT (18.86167 -23.31568),NO ID,-9999.99,-9999.99,NAMIBIA,-23.31568,18.86167,L0517,1309,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5294,POINT (18.51029 -23.31554),NO ID,1945,-9999.99,NAMIBIA,-23.31554,18.51029,L0534/002,1311,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.5295,POINT (20.246111 -23.315),8633,-9999.99,-9999.99,BOTSWANA,-23.315,20.246111,GEMSBOK,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
